,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
151,152,本科二批第二次,理科,30,吉林建筑科技学院（民办）,836,1:1,333,333,30,6,24,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1849.dhtml,09,建筑环境与能源应用工程,非定向,3,333,1,4,25000,,,4B836,长春市,,吉林省
152,153,本科二批第二次,文科,1,河北地质大学华信学院（独立学院）,M16,1:1,419,419,1,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1839.dhtml,09,护理学,非定向,1,419,1,4,21000,石家庄市,,4AM16,石家庄市,,河北省
153,154,本科二批第二次,理科,1,桂林医学院,799,1:1,362,362,1,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-460.dhtml,09,药学,非定向,1,362,1,4,6480,临桂校区,不录取色盲色弱斜视考生,4B799,桂林市,,广西壮族自治区
154,155,本科二批第二次,理科,25,北京第二外国语学院中瑞酒店管理学院（独立学院）,F89,1:1,333,333,25,0,25,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-15323559.dhtml,09,财务管理（国际班）,非定向,2,333,0,4,59800,北京市大兴区,,4BF89,北京市,,北京市
155,156,本科二批第二次,文科,7,辽宁对外经贸学院（民办）,808,1:1,384,384,7,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,09,朝鲜语,非定向,2,384,1,4,30000,校本部,,4A808,大连市,,辽宁省
156,157,本科二批第二次,文科,14,北京第二外国语学院中瑞酒店管理学院（独立学院）,F89,1:1,379,379,14,8,6,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-15323559.dhtml,09,财务管理（国际班）,非定向,2,379,1,4,59800,北京市大兴区,,4AF89,北京市,,北京市
157,158,本科二批第二次,理科,8,哈尔滨广厦学院（民办）,B85,1:1,333,333,8,3,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1649.dhtml,09,财务管理,非定向,1,339,1,4,25800,黑龙江省哈尔滨市,,4BB85,哈尔滨市,,黑龙江省
158,159,本科二批第二次,文科,1,渤海大学,820,1:1,443,443,1,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-141.dhtml,09,物流管理,非定向,1,443,1,4,5200,滨海校区,,4A820,锦州市,,辽宁省
159,160,本科二批第二次,文科,5,赤峰学院,767,1:1,432,432,5,23,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-114.dhtml,09,物流管理,非定向,5,432,5,4,4400,校本部,,4A767,赤峰市,,内蒙古自治区
160,161,本科二批第二次,理科,9,赤峰学院,767,1:1,347,347,9,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-114.dhtml,09,物流管理,非定向,9,347,9,4,4400,校本部,,4B767,赤峰市,,内蒙古自治区
161,162,本科二批第二次,理科,2,昆明医科大学,341,1:1,430,430,2,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-527.dhtml,09,临床药学,非定向,1,434,2,5,5000,校本部,,4B341,昆明市,,云南省
162,163,本科二批第二次,理科,2,辽宁科技大学,167,1:1,369,369,2,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-122.dhtml,09,环境工程,非定向,2,369,2,4,5200,校本部,,4B167,鞍山市,,辽宁省
163,164,本科二批第二次,理科,4,大连医科大学中山学院（独立学院）,F28,1:1,333,333,4,1,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1579.dhtml,09,数字媒体技术,非定向,3,333,0,4,28000,校本部,,4BF28,大连市,,辽宁省
164,165,本科二批第二次,文科,2,哈尔滨远东理工学院（民办）,A47,1:1,397,397,2,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1645.dhtml,0A,工程造价,非定向,2,397,2,4,23800,哈尔滨,,4AA47,哈尔滨市,,黑龙江省
165,166,本科二批第二次,理科,6,哈尔滨远东理工学院（民办）,A47,1:1,333,333,6,3,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1645.dhtml,0A,工程造价,非定向,2,333,1,4,23800,哈尔滨,,4BA47,哈尔滨市,,黑龙江省
166,167,本科二批第二次,理科,53,辽宁对外经贸学院（民办）,808,1:1,333,333,53,0,53,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,0A,西班牙语,非定向,1,333,0,4,30000,校本部,,4B808,大连市,,辽宁省
167,168,本科二批第二次,理科,2,武汉城市学院（民办）,646,1:1,333,333,2,1,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1591.dhtml,0A,机械电子工程,非定向,1,342,1,4,20800,,第一年在红安校区，第二年以后回武汉校本部,4B646,武汉市,,湖北省
168,169,本科二批第二次,文科,7,辽宁对外经贸学院（民办）,808,1:1,384,384,7,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,0A,西班牙语,非定向,1,393,1,4,30000,校本部,,4A808,大连市,,辽宁省
169,170,本科二批第二次,理科,5,天津医科大学临床医学院（独立学院）,A39,1:1,336,336,5,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1902.dhtml,0A,眼视光学,非定向,2,357,2,4,20000,,,4BA39,天津市,,天津市
170,171,本科二批第二次,理科,7,南宁理工学院（民办）,H54,1:1,333,333,7,0,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1886.dhtml,0B,土木工程,非定向,7,333,0,4,24800,桂林雁山校区,,4BH54,南宁市,,广西壮族自治区
171,172,本科二批第二次,理科,1,江西财经大学现代经济管理学院（独立学院）,487,1:1,336,336,1,1,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1754.dhtml,0C,市场营销（数字营销）,非定向,1,336,1,4,13000,校本部,,4B487,南昌市,,江西省
