,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
6860,6861,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4G,工程造价,非定向,1,360,1,4,25000,主校区,,4BA53,大连市,,辽宁省
6861,6862,本科二批第一次,理科,32,兰州财经大学,051,1:1,357,357,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-581.dhtml,4G,智能科学与技术,非定向,3,414,3,4,4500,和平校区,,4B051,兰州市,,甘肃省
6862,6863,本科二批第一次,理科,14,长春大学,L68,1:1,349,349,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,4H,车辆工程（中外合作办学）,非定向,5,390,5,4,40000,卫星广场校区(东校区),与韩国启明大学合作办学,4BL68,长春市,,吉林省
6863,6864,本科二批第一次,文科,5,柳州工学院（民办）,H53,1:1,387,387,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1880.dhtml,4J,财务管理,非定向,5,387,5,4,20500,北校区,,4AH53,柳州市,,广西壮族自治区
6864,6865,本科二批第一次,理科,14,长春大学,L68,1:1,349,349,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,4J,电气工程及其自动化（中外合作办学）,非定向,5,423,5,4,40000,卫星广场校区(东校区),与韩国启明大学合作办学,4BL68,长春市,,吉林省
6865,6866,本科二批第一次,理科,32,兰州财经大学,051,1:1,357,357,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-581.dhtml,4J,自然地理与资源环境,非定向,1,367,1,4,4300,和平校区,,4B051,兰州市,,甘肃省
6866,6867,本科二批第一次,理科,12,岭南师范学院,847,1:1,341,341,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-443.dhtml,4J,食品质量与安全,非定向,2,367,2,4,5190,校本部,不招色盲色弱,4B847,湛江市,,广东省
6867,6868,本科二批第一次,理科,14,长春大学,L68,1:1,349,349,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,4K,食品科学与工程（中外合作办学）,非定向,4,349,4,4,40000,卫星广场校区(东校区),与韩国启明大学合作办学,4BL68,长春市,,吉林省
6868,6869,本科二批第一次,理科,34,江西科技师范大学,611,1:1,361,361,34,34,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-768.dhtml,4L,法学（企业法律实务）,非定向,3,449,3,4,4270,红角洲校区,,4B611,南昌市,,江西省
6869,6870,本科二批第一次,文科,11,江西科技师范大学,611,1:1,443,443,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-768.dhtml,4L,法学（企业法律实务）,非定向,2,469,2,4,4270,红角洲校区,企业法律实务,4A611,南昌市,,江西省
6870,6871,本科二批第一次,理科,16,喀什大学,857,1:1,344,344,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-596.dhtml,4P,通信工程,非定向,2,349,2,4,3500,新泉校区,,4B857,喀什地区,,新疆维吾尔自治区
6871,6872,本科二批第一次,理科,34,江西科技师范大学,611,1:1,361,361,34,34,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-768.dhtml,4R,教育技术学（师范）,非定向,3,376,3,4,4270,红角洲校区,,4B611,南昌市,,江西省
6872,6873,本科二批第一次,文科,18,吉首大学,701,1:1,431,431,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-409.dhtml,4R,历史学（师范类）,非定向,2,476,2,4,4000,吉首校区,,4A701,湘西土家族苗族自治州,,湖南省
6873,6874,本科二批第一次,理科,2,武汉纺织大学,G12,1:1,437,437,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-389.dhtml,4S,化学类,非定向,2,437,2,4,5850,阳光校区,包含专业：应用化学、化妆品技术与工程,4BG12,武汉市,,湖北省
6874,6875,本科二批第一次,理科,3,兰州财经大学,LVK,1:1,367,367,3,3,0,,4V,金融学（121中俄实验班）,非定向,2,367,2,4,12000,段家滩校区,,4BLVK,兰州市,,甘肃省
6875,6876,本科二批第一次,文科,4,兰州财经大学,LVK,1:1,447,447,4,4,0,,4V,金融学（121中俄实验班）,非定向,2,447,2,4,12000,段家滩校区,,4ALVK,兰州市,,甘肃省
6876,6877,本科二批第一次,理科,32,兰州财经大学,051,1:1,357,357,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-581.dhtml,4X,数字经济,非定向,3,409,3,4,3800,和平校区,,4B051,兰州市,,甘肃省
6877,6878,本科二批第一次,理科,16,喀什大学,857,1:1,344,344,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-596.dhtml,4Y,小学教育（师范类）,非定向,1,377,1,4,3100,新泉校区,,4B857,喀什地区,,新疆维吾尔自治区
6878,6879,本科二批第一次,文科,9,天水师范学院,G15,1:1,432,432,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-579.dhtml,4Z,地理科学（师范类）,非定向,3,432,2,4,4000,秦州区,,4AG15,天水市,,甘肃省
6879,6880,本科二批第一次,理科,12,上海应用技术大学,217,1:1,450,450,12,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-205.dhtml,50,铁道工程,非定向,1,452,1,4,7000,上海市奉贤区,,4B217,上海市,,上海市
6880,6881,本科二批第一次,理科,28,吉林外国语大学（民办）,858,1:1,333,333,28,26,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-679.dhtml,50,金融科技,非定向,3,333,2,4,24000,,,4B858,长春市,,吉林省
6881,6882,本科二批第一次,文科,64,黑龙江科技大学,457,1:1,429,429,64,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-178.dhtml,50,公共事业管理,非定向,5,435,6,4,4500,校本部,,4A457,哈尔滨市,,黑龙江省
6882,6883,本科二批第一次,理科,21,山西医科大学,LR4,1:1,411,411,21,24,0,,50,临床医学,非定向,2,472,3,5,5480,汾阳学院,,4BLR4,太原市,,山西省
6883,6884,本科二批第一次,理科,18,湖州师范学院,510,1:1,390,390,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-266.dhtml,50,电气工程及其自动化,非定向,3,436,3,4,5500,校本部,,4B510,湖州市,,浙江省
6884,6885,本科二批第一次,理科,40,嘉兴学院,B72,1:1,408,408,40,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-272.dhtml,50,工业设计,非定向,4,426,4,4,5500,梁林校区,,4BB72,嘉兴市,,浙江省
6885,6886,本科二批第一次,理科,29,锦州医科大学,827,1:1,387,387,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-134.dhtml,50,动植物检疫,非定向,1,406,1,4,5200,西校园,不招色盲和色弱考生,4B827,锦州市,,辽宁省
6886,6887,本科二批第一次,文科,10,河南工业大学,053,1:1,445,445,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-364.dhtml,50,网络与新媒体,非定向,1,477,1,4,4400,嵩山路校区,,4A053,郑州市,,河南省
6887,6888,本科二批第一次,文科,8,南宁师范大学,B31,1:1,421,421,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-462.dhtml,50,旅游管理,非定向,2,421,2,4,4598,武鸣校区,,4AB31,南宁市,,广西壮族自治区
6888,6889,本科二批第一次,文科,29,洛阳师范学院,A92,1:1,400,400,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-379.dhtml,50,新闻学,非定向,6,449,6,4,4400,校本部,,4AA92,洛阳市,,河南省
6889,6890,本科二批第一次,文科,12,周口师范学院,151,1:1,389,389,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-375.dhtml,50,人力资源管理,非定向,2,425,2,4,4400,校本部,,4A151,周口市,,河南省
6890,6891,本科二批第一次,文科,25,大连大学,823,1:1,441,441,25,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-750.dhtml,50,旅游管理,非定向,4,447,4,4,5200,,,4A823,大连市,,辽宁省
6891,6892,本科二批第一次,理科,1831,内蒙古科技大学,764,1:1,355,355,1831,1857,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-108.dhtml,50,地质工程,非定向,56,362,56,4,4600,校本部,,4B764,包头市,,内蒙古自治区
6892,6893,本科二批第一次,理科,16,大连交通大学,L64,1:1,422,422,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-126.dhtml,50,机械工程（中外合作办学）,非定向,4,434,5,4,40000,旅顺口校区,中俄合作办学,4BL64,大连市,,辽宁省
6893,6894,本科二批第一次,文科,121,三亚学院（民办）,D58,1:1,379,379,121,133,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402800.dhtml,50,国际经济与贸易（自贸区数字贸易）,非定向,2,380,2,4,33900,海南三亚,,4AD58,三亚市,,海南省
6894,6895,本科二批第一次,理科,4,湖北经济学院,B46,1:1,370,370,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-860.dhtml,50,工商管理,非定向,1,370,1,4,5200,校本部,,4BB46,武汉市,,湖北省
6895,6896,本科二批第一次,理科,882,河套学院,772,1:1,345,345,882,914,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-871.dhtml,50,数学与应用数学,非定向,27,381,30,4,4600,校本部,,4B772,巴彦淖尔市,,内蒙古自治区
6896,6897,本科二批第一次,理科,7,湖北师范大学,480,1:1,349,349,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-397.dhtml,50,环境工程,非定向,2,349,2,4,4000,校本部,,4B480,黄石市,,湖北省
6897,6898,本科二批第一次,理科,10,淮阴工学院,K19,1:1,340,340,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-697.dhtml,50,城市地下空间工程,非定向,2,340,2,4,5800,北京路校区,,4BK19,淮安市,,江苏省
6898,6899,本科二批第一次,理科,5,广东海洋大学,K17,1:1,402,402,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-434.dhtml,50,动物科学,非定向,1,402,0,4,5480,湖光校区,不招收色盲、色弱者,4BK17,湛江市,,广东省
6899,6900,本科二批第一次,理科,43,海南热带海洋学院,976,1:1,335,335,43,43,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-729.dhtml,50,数学与应用数学（师范类）,非定向,3,405,3,4,4620,三亚校区,,4B976,三亚市,,海南省
6900,6901,本科二批第一次,文科,6,湖北经济学院,B46,1:1,434,434,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-860.dhtml,50,工商管理,非定向,1,457,1,4,5200,校本部,,4AB46,武汉市,,湖北省
6901,6902,本科二批第一次,理科,46,山东理工大学,197,1:1,398,398,46,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-338.dhtml,50,微电子科学与工程,非定向,2,466,2,4,5500,校本部,,4B197,淄博市,,山东省
6902,6903,本科二批第一次,理科,34,山东交通学院,252,1:1,349,349,34,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-833.dhtml,50,自动化,非定向,2,433,2,4,6325,长清校区,,4B252,济南市,,山东省
6903,6904,本科二批第一次,文科,10,商丘师范学院,322,1:1,414,414,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-380.dhtml,50,广播电视学,非定向,1,414,0,4,4400,梁园校区,,4A322,商丘市,,河南省
6904,6905,本科二批第一次,理科,31,齐齐哈尔大学,343,1:1,349,349,31,34,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-188.dhtml,50,轻工类,非定向,4,349,3,4,4400,校本部,包含专业：轻化工程、包装工程,4B343,齐齐哈尔市,,黑龙江省
6905,6906,本科二批第一次,理科,67,山东工商学院,447,1:1,362,362,67,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-889.dhtml,50,资产评估,非定向,2,409,2,4,5500,,,4B447,烟台市,,山东省
6906,6907,本科二批第一次,理科,156,大连民族大学,021,1:1,393,393,156,162,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-949.dhtml,50,功能材料,非定向,10,393,6,4,5200,开发区校区,,4B021,大连市,,辽宁省
6907,6908,本科二批第一次,理科,17,湖南文理学院,404,1:1,349,349,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-423.dhtml,50,机械设计制造及其自动化,非定向,3,419,3,4,5900,校本部,,4B404,常德市,,湖南省
6908,6909,本科二批第一次,文科,16,潍坊学院,966,1:1,413,413,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-711.dhtml,50,汉语言文学（师范类）,非定向,2,479,2,4,4400,主校区,,4A966,潍坊市,,山东省
6909,6910,本科二批第一次,理科,883,内蒙古科技大学包头师范学院,L15,1:1,343,343,883,897,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,50,物联网工程,非定向,50,361,50,4,10000,校本部,校企合作，只录取有专业志愿的考生,4BL15,包头市,,内蒙古自治区
6910,6911,本科二批第一次,理科,9,西安石油大学,438,1:1,426,426,9,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-553.dhtml,51,环境工程,非定向,2,428,2,4,6000,鄠邑校区,,4B438,西安市,,陕西省
6911,6912,本科二批第一次,理科,156,大连民族大学,021,1:1,393,393,156,162,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-949.dhtml,51,建筑学,非定向,6,393,5,4,5200,金石滩校区,,4B021,大连市,,辽宁省
6912,6913,本科二批第一次,理科,6,伊犁师范大学,246,1:1,365,365,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-597.dhtml,51,化学（师范类）,非定向,2,392,2,4,3500,校本部,普通类考生数学单科成绩不低于40分。省级一流本科专业建设点,4B246,伊犁哈萨克自治州,,新疆维吾尔自治区
6913,6914,本科二批第一次,理科,54,长春工业大学,346,1:1,368,368,54,56,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-158.dhtml,51,高分子材料与工程,非定向,3,407,3,4,5940,北湖校区,,4B346,长春市,,吉林省
6914,6915,本科二批第一次,文科,61,内蒙古艺术学院,K91,1:1,385,385,61,66,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1449594374.dhtml,51,文化产业管理,非定向,35,391,36,4,,云谷校区,语文单科成绩90分及以上，外语单科成绩85分及以上,4AK91,呼和浩特市,,内蒙古自治区
6915,6916,本科二批第一次,文科,64,黑龙江科技大学,457,1:1,429,429,64,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-178.dhtml,51,英语,非定向,5,447,5,4,4000,校本部,,4A457,哈尔滨市,,黑龙江省
6916,6917,本科二批第一次,理科,226,塔里木大学,075,1:1,347,347,226,231,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-591.dhtml,51,通信工程,非定向,10,378,10,4,3500,校本部,,4B075,阿拉尔市,,新疆维吾尔自治区
6917,6918,本科二批第一次,理科,21,山西医科大学,LR4,1:1,411,411,21,24,0,,51,口腔医学,非定向,2,502,2,5,5480,汾阳学院,不招收左利（即左撇子）考生。,4BLR4,太原市,,山西省
6918,6919,本科二批第一次,文科,6,上海应用技术大学,217,1:1,449,449,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-205.dhtml,51,社会工作,非定向,2,468,2,4,6500,上海市奉贤区,,4A217,上海市,,上海市
6919,6920,本科二批第一次,理科,701,呼伦贝尔学院,766,1:1,344,344,701,730,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-608.dhtml,51,旅游管理,非定向,32,344,17,4,4200,校本部,,4B766,呼伦贝尔市,,内蒙古自治区
6920,6921,本科二批第一次,理科,399,内蒙古科技大学包头师范学院,757,1:1,349,349,399,406,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,51,人力资源管理,非定向,26,349,25,4,4400,校本部,,4B757,包头市,,内蒙古自治区
6921,6922,本科二批第一次,理科,100,吉林化工学院,839,1:1,347,347,100,103,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-160.dhtml,51,生物制药,非定向,2,381,2,4,5400,龙潭校区,,4B839,吉林市,,吉林省
6922,6923,本科二批第一次,文科,6,西北师范大学,958,1:1,469,469,6,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-576.dhtml,51,汉语言文学（师范类）,非定向,2,509,2,4,3800,,,4A958,兰州市,,甘肃省
6923,6924,本科二批第一次,文科,4,云南财经大学,B24,1:1,467,467,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-537.dhtml,51,财务管理,非定向,2,478,2,4,4000,龙泉路校区,,4AB24,昆明市,,云南省
6924,6925,本科二批第一次,理科,6,云南财经大学,B24,1:1,417,417,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-537.dhtml,51,财务管理,非定向,3,450,3,4,4000,龙泉路校区,,4BB24,昆明市,,云南省
6925,6926,本科二批第一次,理科,12,沧州师范学院,652,1:1,349,349,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-89.dhtml,51,化学工程与工艺,非定向,2,349,2,4,4900,河北省沧州市,,4B652,沧州市,,河北省
6926,6927,本科二批第一次,理科,29,锦州医科大学,827,1:1,387,387,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-134.dhtml,51,食品科学与工程,非定向,1,406,1,4,5200,西校园,不招色盲和色弱考生,4B827,锦州市,,辽宁省
6927,6928,本科二批第一次,文科,4,三明学院,G20,1:1,414,414,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-762.dhtml,51,传播学,非定向,1,440,1,4,4800,,,4AG20,三明市,,福建省
6928,6929,本科二批第一次,文科,487,呼伦贝尔学院,766,1:1,403,403,487,502,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-608.dhtml,51,旅游管理,非定向,27,403,20,4,4200,校本部,,4A766,呼伦贝尔市,,内蒙古自治区
6929,6930,本科二批第一次,理科,67,沧州交通学院（民办）,F99,1:1,338,338,67,69,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6680074.dhtml,51,土木工程,非定向,3,367,3,4,17000,校本部,,4BF99,沧州市,,河北省
6930,6931,本科二批第一次,文科,4,扬州大学广陵学院（独立学院）,K74,1:1,425,425,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-7464922.dhtml,51,园林,非定向,2,425,2,4,15000,校本部,,4AK74,扬州市,,江苏省
6931,6932,本科二批第一次,蒙授文科,6,西北师范大学,958,1:1,428,428,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-576.dhtml,51,汉语言文学（师范类）,民族班,2,457,2,4,3800,,,4C958,兰州市,,甘肃省
6932,6933,本科二批第一次,文科,5,喀什大学,857,1:1,408,408,5,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-596.dhtml,51,小学教育（师范类）,非定向,1,446,1,4,3100,新泉校区,,4A857,喀什地区,,新疆维吾尔自治区
6933,6934,本科二批第一次,理科,18,通化师范学院,184,1:1,333,333,18,17,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-165.dhtml,51,生物科学（中外合作办学）,非定向,9,333,8,4,20000,通化育才校区,与韩国清州大学合作办学,4B184,通化市,,吉林省
6934,6935,本科二批第一次,理科,1692,内蒙古农业大学,755,1:1,359,359,1692,1707,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,51,土地资源管理,非定向,54,384,55,4,4600,校本部,,4B755,呼和浩特市,,内蒙古自治区
6935,6936,本科二批第一次,理科,1831,内蒙古科技大学,764,1:1,355,355,1831,1857,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-108.dhtml,51,安全工程,非定向,59,382,61,4,4600,校本部,,4B764,包头市,,内蒙古自治区
6936,6937,本科二批第一次,理科,38,浙江万里学院,B38,1:1,386,386,38,38,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-657.dhtml,51,生物工程类,非定向,5,386,1,4,33000,,一年级就读于回龙校区，后就读于钱湖校区。包含专业：生物工程、生物制药,4BB38,宁波市,,浙江省
