,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,CollegeProvince,CollegeCity,CollegeLevel,ranking
117,3255,本科二批第一次,文科,6,河北地质大学华信学院（独立学院）,M16,1:1,389,389,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1839.dhtml,河北省,石家庄市,,17250
118,3258,本科二批第一次,文科,7,长治学院,B28,1:1,402,402,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-103.dhtml,山西省,长治市,,11719
119,3292,本科二批第一次,文科,12,黑龙江工商学院（民办）,A66,1:1,379,379,12,10,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1644.dhtml,黑龙江省,哈尔滨市,,16961
120,3320,本科二批第二次,文科,31,哈尔滨广厦学院（民办）,B85,1:1,381,381,31,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1649.dhtml,黑龙江省,哈尔滨市,,18406
121,3328,本科二批第一次,文科,5,泰山学院,A76,1:1,401,401,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-355.dhtml,山东省,泰安市,,15577
122,3367,本科二批第一次,文科,19,山西中医药大学,728,1:1,462,462,19,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-606.dhtml,山西省,太原市,,7292
123,3408,本科二批第一次,文科,3,湖南财政经济学院,M06,1:1,449,449,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-840.dhtml,湖南省,长沙市,,6623
124,3422,本科二批第一次,文科,4,山西晋中理工学院（民办）,D24,1:1,388,388,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1805.dhtml,山西省,晋中市,,17390
125,3476,本科二批第一次,文科,4,电子科技大学成都学院（独立学院）,503,1:1,385,385,4,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1906.dhtml,四川省,成都市,,12275
126,3508,本科二批第一次,文科,3,肇庆学院,853,1:1,450,450,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-444.dhtml,广东省,肇庆市,,9034
127,3510,本科二批第一次,文科,8,怀化学院,A14,1:1,423,423,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-422.dhtml,湖南省,怀化市,,11329
128,3532,本科二批第一次,文科,4,西安文理学院,607,1:1,449,449,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-722.dhtml,陕西省,西安市,,9154
129,3543,本科二批第一次,文科,6,武汉工商学院（民办）,A38,1:1,387,387,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1598.dhtml,湖北省,武汉市,,17548
130,3600,本科二批第一次,文科,2,西安石油大学,438,1:1,441,441,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-553.dhtml,陕西省,西安市,,10173
131,3618,本科二批第一次,文科,3,曲靖师范学院,353,1:1,389,389,3,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-533.dhtml,云南省,曲靖市,,17250
132,3627,本科二批第一次,文科,2,榆林学院,940,1:1,415,415,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-792.dhtml,陕西省,榆林市,,13636
