,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeProvince,CollegeLevel,CollegeCity
666,2853,本科一批第一次,文科,32,中央民族大学,003,1:1,548,548,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46.dhtml,22,经济学类,非定向,2,577,2,4,5000,丰台校区,包含专业：经济学、财政学、金融学、国际经济与贸易、数字经济,434.0,北京市,"['985', 'DFC']",北京市
667,2854,本科一批第三次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,22,国际经济与贸易,非定向,50,468,7,4,4400,西校区,,6832.0,内蒙古自治区,,呼和浩特市
668,2856,本科一批第一次,文科,19,大连海事大学,250,1:1,508,508,19,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-127.dhtml,22,政治学与行政学,非定向,4,542,4,4,4800,校本部,,1399.0,辽宁省,"['211', 'DFC']",大连市
669,2863,本科一批第一次,文科,8,浙江师范大学,A48,1:1,490,490,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-264.dhtml,22,历史学（师范）,非定向,2,510,2,4,5300,金华校区,,3112.0,浙江省,,金华市
670,2870,本科一批第一次,文科,6,中国地质大学（武汉）,162,1:1,546,546,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-388.dhtml,23,工商管理类,非定向,2,546,2,4,4500,校本部,包含专业：工商管理(双语教学班)、市场营销、会计学、旅游管理,1254.0,湖北省,['211'],武汉市
671,2873,本科一批第一次,文科,18,北京科技大学,170,1:1,539,539,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-8.dhtml,23,工商管理类（数智经济与管理试验班）,非定向,3,545,4,4,5000,校本部,学生进校一年后，可进入工商管理、会计学、国际经济与贸易、金融工程专业学习,1288.0,北京市,"['211', 'DFC']",北京市
672,2877,本科一批第一次,文科,2,河南财经政法大学,A95,1:1,532,532,2,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-381.dhtml,23,会计学,非定向,1,532,1,4,4800,郑东校区,,1820.0,河南省,,郑州市
673,2878,本科一批第一次,文科,8,江西财经大学,027,1:1,515,515,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-329.dhtml,23,税收学（数字税收）,非定向,1,542,1,4,4660,南昌市,,1399.0,江西省,,南昌市
674,2887,本科一批第一次,文科,6,中国农业大学,073,1:1,551,551,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18.dhtml,23,工商管理类,非定向,2,580,2,4,5000,北京市海淀区,包含专业：工商管理、会计学、大数据管理与应用,386.0,北京市,"['985', '211', 'DFC']",北京市
675,2892,本科一批第一次,文科,3,上海交通大学,310,1:1,621,621,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-199.dhtml,23,法学试验班（含双学士学位项目）,非定向,1,623,1,4,7150,校本部,含法学-经济学双学士学位项目。包含专业：法学,35.0,上海市,"['985', '211', 'DFC']",上海市
676,2893,本科一批第一次,文科,4,浙江理工大学,442,1:1,516,516,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-259.dhtml,23,新闻传播学类,非定向,1,522,1,4,5300,临平校区,包含专业：传播学、汉语言文学,2367.0,浙江省,,杭州市
677,2896,本科一批第二次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,23,旅游管理,非定向,3,485,2,4,4400,武侯校区,,5083.0,四川省,,成都市
678,2897,本科一批第一次,文科,3,中国计量大学,374,1:1,519,519,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-274.dhtml,23,工商管理类,非定向,1,529,1,4,4800,杭州市,包含专业：工商管理、财务管理、市场营销,1963.0,浙江省,,杭州市
679,2899,本科一批第一次,文科,32,中央民族大学,003,1:1,548,548,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46.dhtml,23,法学类,非定向,5,580,5,4,5000,丰台校区,包含专业：法学、法学(涉外法治),386.0,北京市,"['985', 'DFC']",北京市
680,2910,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,23,法学（法学与会计学双学位）,非定向,1,574,1,4,4400,柳林校区,,486.0,四川省,"['211', 'DFC']",成都市
681,2912,本科一批第三次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,23,会展经济与管理,非定向,2,471,0,4,4500,北校区,,6497.0,黑龙江省,,哈尔滨市
682,2918,本科一批第一次,文科,11,深圳大学,B82,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-451.dhtml,23,工商管理,非定向,2,551,2,4,5510,丽湖校区,,1095.0,广东省,,深圳市
683,2919,本科一批第一次,文科,12,北京物资学院,048,1:1,485,485,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-33.dhtml,23,商务英语（实验班）,非定向,1,498,1,4,5000,校本部,,3994.0,北京市,,北京市
684,2928,本科一批第三次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,23,中国少数民族语言文学,非定向,30,470,1,4,4200,盛乐校区,,6623.0,内蒙古自治区,,呼和浩特市
685,2934,本科一批第六次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,23,日语,非定向,1,472,0,4,4000,银川,,6374.0,宁夏回族自治区,,银川市
686,2950,本科一批第一次,文科,6,中国农业大学,073,1:1,551,551,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18.dhtml,24,法学,非定向,1,590,1,4,5000,北京市海淀区,,234.0,北京市,"['985', '211', 'DFC']",北京市
687,2958,本科一批第二次,文科,16,延边大学,837,1:1,472,472,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-155.dhtml,24,朝鲜语,非定向,2,472,1,4,5060,延吉校区,招汉语答卷非朝鲜族考生,6374.0,吉林省,"['211', 'DFC']",延边朝鲜族自治州
688,2959,本科一批第一次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,24,公共管理类,非定向,5,497,5,4,4400,航空港校区,包含专业：公共事业管理、行政管理,4071.0,四川省,,成都市
689,2960,本科一批第一次,文科,17,黑龙江大学,875,1:1,481,481,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-173.dhtml,24,商务英语,非定向,2,481,1,4,5000,哈尔滨市,,5476.0,黑龙江省,,哈尔滨市
690,2961,本科一批第一次,文科,6,北京林业大学,082,1:1,519,519,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-20.dhtml,24,国际经济与贸易,非定向,2,519,1,4,5000,校本部,,2539.0,北京市,"['211', 'DFC']",北京市
691,2973,本科一批第一次,文科,21,中国政法大学,019,1:1,567,567,21,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-47.dhtml,24,政治学与行政学,非定向,1,578,1,4,5000,北京昌平,,420.0,北京市,"['211', 'DFC']",北京市
692,2978,本科一批第一次,文科,12,北京物资学院,048,1:1,485,485,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-33.dhtml,24,会计学（注册会计师）,非定向,2,523,2,4,4200,校本部,,2319.0,北京市,,北京市
693,2979,本科一批第一次,文科,39,天津商业大学,046,1:1,479,479,39,46,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml,24,公共管理类,非定向,6,488,6,4,4400,校本部,包含专业：公共事业管理、行政管理、土地资源管理,4799.0,天津市,,天津市
694,2993,本科一批第三次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,24,阿拉伯语,非定向,1,472,0,4,4000,银川,,6374.0,宁夏回族自治区,,银川市
695,2998,本科一批第二次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,24,市场营销,非定向,1,484,0,4,5000,长沙市,,5193.0,湖南省,,长沙市
696,3003,本科一批第一次,文科,10,西南交通大学,237,1:1,539,539,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-471.dhtml,24,思想政治教育,非定向,2,549,2,4,4500,犀浦校区,,1162.0,四川省,"['211', 'DFC']",成都市
697,3005,本科一批第一次,文科,26,华中农业大学,066,1:1,518,518,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-393.dhtml,24,社会学类,非定向,7,518,7,4,4500,武汉市,包含专业：社会学、社会工作,2604.0,湖北省,"['211', 'DFC']",武汉市
698,3006,本科一批第一次,文科,18,北京科技大学,170,1:1,539,539,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-8.dhtml,24,社会科学试验班,非定向,8,558,9,4,5000,校本部,学生进校一年后，可进入法学、行政管理、社会工作（社会管理）专业学习,888.0,北京市,"['211', 'DFC']",北京市
699,3010,本科一批第二次,文科,7,广州中医药大学,796,1:1,539,539,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-437.dhtml,24,护理学,非定向,2,539,0,4,7660,校本部,不招色盲色弱,1502.0,广东省,['DFC'],广州市
700,3013,本科一批第一次,文科,17,天津师范大学,562,1:1,487,487,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-57.dhtml,25,法学,非定向,2,539,3,4,4400,主校区,,1502.0,天津市,,天津市
701,3014,本科一批第一次,文科,6,中国农业大学,073,1:1,551,551,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18.dhtml,25,社会学类,非定向,1,575,1,4,5000,北京市海淀区,包含专业：社会学、社会政策,472.0,北京市,"['985', '211', 'DFC']",北京市
702,3018,本科一批第一次,文科,14,新疆大学,981,1:1,489,489,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-590.dhtml,25,法学,非定向,1,517,3,4,3800,红湖校区,国家级一流本科专业；教育部卓越法律人才教育培养基地。,2666.0,新疆维吾尔自治区,"['211', 'DFC']",乌鲁木齐市
703,3019,本科一批第一次,文科,4,浙江理工大学,442,1:1,516,516,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-259.dhtml,25,行政管理,非定向,2,516,2,4,5300,临平校区,,2726.0,浙江省,,杭州市
704,3021,本科一批第一次,文科,32,中央民族大学,003,1:1,548,548,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46.dhtml,25,社会学类,非定向,3,548,2,4,5000,丰台校区,包含专业：社会学、社会工作,1193.0,北京市,"['985', 'DFC']",北京市
705,3022,本科一批第一次,文科,17,黑龙江大学,875,1:1,481,481,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-173.dhtml,25,新闻学,非定向,2,497,2,4,8000,哈尔滨市,,4071.0,黑龙江省,,哈尔滨市
706,3024,本科一批第三次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,25,物流管理,非定向,15,468,1,4,4400,西校区,智慧物流方向实验班,6832.0,内蒙古自治区,,呼和浩特市
707,3032,本科一批第一次,文科,12,东北农业大学,877,1:1,516,516,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-182.dhtml,25,金融学类,非定向,3,525,3,4,3500,校本部,包含专业：金融学、保险学、国际经济与贸易,2184.0,黑龙江省,"['211', 'DFC']",哈尔滨市
708,3048,本科一批第一次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,25,汉语言文学,非定向,8,502,12,4,4000,银川,,3698.0,宁夏回族自治区,,银川市
709,3053,本科一批第一次,文科,4,中国地质大学（北京）,160,1:1,513,513,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-27214.dhtml,25,法学,非定向,1,549,1,4,5000,校本部,,1162.0,北京市,"['211', 'DFC']",北京市
710,3055,本科一批第一次,文科,4,中国石油大学（北京）,435,1:1,519,519,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-798.dhtml,25,思想政治教育,非定向,2,556,2,4,5000,北京市,,942.0,北京市,"['211', 'DFC']",北京市
711,3056,本科一批第二次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,25,公共事业管理,非定向,1,484,0,4,5000,长沙市,,5193.0,湖南省,,长沙市
712,3063,本科一批第一次,文科,18,北京科技大学,170,1:1,539,539,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-8.dhtml,25,外国语言文学类,非定向,7,539,5,4,5000,校本部,学生进校一年后，可进入英语、日语、德语专业学习,1502.0,北京市,"['211', 'DFC']",北京市
713,3074,本科一批第一次,文科,6,中国农业大学,073,1:1,551,551,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18.dhtml,26,英语,非定向,1,551,0,4,5000,北京市海淀区,,1095.0,北京市,"['985', '211', 'DFC']",北京市
714,3080,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,26,翻译（英语）,非定向,1,535,2,4,6000,校本部,,1677.0,北京市,,北京市
715,3082,本科一批第一次,文科,32,中央民族大学,003,1:1,548,548,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46.dhtml,26,民族学,非定向,2,548,2,4,5000,丰台校区,,1193.0,北京市,"['985', 'DFC']",北京市
716,3083,本科一批第二次,文科,17,黑龙江大学,875,1:1,481,481,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-173.dhtml,26,广告学,非定向,2,481,1,4,8000,哈尔滨市,,5476.0,黑龙江省,,哈尔滨市
717,3088,本科一批第二次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,26,外国语言文学类,非定向,4,537,0,4,4600,柳林校区,包含专业：英语、商务英语,1592.0,四川省,"['211', 'DFC']",成都市
718,3091,本科一批第一次,文科,12,东北农业大学,877,1:1,516,516,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-182.dhtml,26,工商管理类,非定向,4,525,4,4,4000,校本部,包含专业：工商管理、会计学、市场营销、人力资源管理,2184.0,黑龙江省,"['211', 'DFC']",哈尔滨市
719,3095,本科一批第一次,文科,12,北京物资学院,048,1:1,485,485,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-33.dhtml,26,财务管理,非定向,1,511,1,4,4200,校本部,,3043.0,北京市,,北京市
720,3100,本科一批第二次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,26,新闻传播学类,非定向,4,472,2,4,4000,银川,包含专业：新闻学、传播学,6374.0,宁夏回族自治区,,银川市
721,3102,本科一批第一次,文科,4,中国地质大学（北京）,160,1:1,513,513,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-27214.dhtml,26,英语,非定向,2,547,2,4,6000,校本部,,1216.0,北京市,"['211', 'DFC']",北京市
722,3103,本科一批第一次,文科,4,中国石油大学（北京）,435,1:1,519,519,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-798.dhtml,26,英语,非定向,2,519,2,4,5500,北京市,,2539.0,北京市,"['211', 'DFC']",北京市
723,3104,本科一批第一次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,26,中医养生学,非定向,1,510,1,5,7500,长沙市,,3112.0,湖南省,,长沙市
724,3108,本科一批第一次,文科,10,四川大学,289,1:1,557,557,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-469.dhtml,26,公共管理类,非定向,4,567,5,4,4440,江安校区,拥有国家级一流本科专业建设点。包含专业：行政管理、劳动与社会保障、土地资源管理,634.0,四川省,"['985', '211', 'DFC']",成都市
725,3111,本科一批第一次,文科,2,山东建筑大学,A69,1:1,495,495,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-336.dhtml,26,工程造价,非定向,2,495,2,4,6600,,,4212.0,山东省,,济南市
726,3122,本科一批第一次,文科,14,南京财经大学,049,1:1,487,487,14,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-250.dhtml,26,工商管理类,非定向,2,540,2,4,5700,仙林校区,包含专业：会计学、财务管理、审计学、资产评估,1465.0,江苏省,,南京市
727,3127,本科一批第一次,文科,6,中国农业大学,073,1:1,551,551,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18.dhtml,27,传播学,非定向,1,551,2,4,5000,北京市海淀区,,1095.0,北京市,"['985', '211', 'DFC']",北京市
728,3134,本科一批第一次,文科,16,延边大学,837,1:1,472,472,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-155.dhtml,27,中国语言文学类,非定向,2,529,2,4,4600,延吉校区,"第一学年末分流。汉语言专业只招朝鲜族考生,汉语言文学专业只招汉语答卷考生,含师范、非师范。包含专业：汉语言文学、汉语言、汉语国际教育",1963.0,吉林省,"['211', 'DFC']",延边朝鲜族自治州
729,3135,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,27,翻译（汉英法）,非定向,1,533,1,4,6000,校本部,,1777.0,北京市,,北京市
730,3138,本科一批第一次,文科,10,北京体育大学,338,1:1,489,489,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-38.dhtml,27,新闻学,非定向,1,489,1,4,5000,校本部,,4718.0,北京市,"['211', 'DFC']",北京市
731,3139,本科一批第一次,文科,32,中央民族大学,003,1:1,548,548,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46.dhtml,27,历史学类,非定向,2,567,3,4,5000,丰台校区,包含专业：考古学、文物与博物馆学,634.0,北京市,"['985', 'DFC']",北京市
732,3142,本科一批第三次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,27,工商管理,非定向,53,468,35,4,4400,西校区,,6832.0,内蒙古自治区,,呼和浩特市
733,3150,本科一批第一次,文科,18,天津外国语大学,551,1:1,488,488,18,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-59.dhtml,27,外交学,非定向,1,488,0,4,4400,滨海校区,,4799.0,天津市,,天津市
734,3154,本科一批第一次,文科,39,天津商业大学,046,1:1,479,479,39,46,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml,27,英语,非定向,2,479,3,4,5400,校本部,,5673.0,天津市,,天津市
735,3159,本科一批第一次,文科,5,宁波大学,908,1:1,512,512,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-876.dhtml,27,法学类,非定向,1,549,2,4,6000,校本部,按类招生。包含专业：法学、法学(英语特色班),1162.0,浙江省,['DFC'],宁波市
736,3161,本科一批第三次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,27,民族学,非定向,4,472,3,4,4000,银川,,6374.0,宁夏回族自治区,,银川市
737,3164,本科一批第一次,文科,4,中国地质大学（北京）,160,1:1,513,513,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-27214.dhtml,27,翻译,非定向,1,513,1,4,6000,校本部,,2918.0,北京市,"['211', 'DFC']",北京市
738,3165,本科一批第一次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,27,中医康复学,非定向,1,518,3,5,7500,长沙市,,2604.0,湖南省,,长沙市
739,3167,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,27,西班牙语,非定向,1,554,1,4,4600,柳林校区,,1008.0,四川省,"['211', 'DFC']",成都市
740,3171,本科一批第一次,文科,26,华中农业大学,066,1:1,518,518,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-393.dhtml,27,经济学类,非定向,2,550,2,4,4500,武汉市,包含专业：经济学、国际经济与贸易、经济统计学、农林经济管理(国家卓越农林人才计划)、农村区域发展,1127.0,湖北省,"['211', 'DFC']",武汉市
741,3175,本科一批第一次,文科,8,江西财经大学,027,1:1,515,515,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-329.dhtml,27,会计学,非定向,1,553,2,4,4660,南昌市,,1035.0,江西省,,南昌市
742,3180,本科一批第一次,文科,14,南京财经大学,049,1:1,487,487,14,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-250.dhtml,27,人力资源管理,非定向,2,517,3,4,5200,仙林校区,,2666.0,江苏省,,南京市
743,3185,本科一批第一次,文科,10,河北师范大学,316,1:1,484,484,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-80.dhtml,28,马克思主义理论,非定向,2,511,2,4,4600,河北省石家庄市,,3043.0,河北省,,石家庄市
744,3186,本科一批第一次,文科,16,延边大学,837,1:1,472,472,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-155.dhtml,28,法学,非定向,2,539,3,4,5280,延吉校区,,1502.0,吉林省,"['211', 'DFC']",延边朝鲜族自治州
745,3191,本科一批第三次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,28,人力资源管理,非定向,36,468,21,4,4400,西校区,,6832.0,内蒙古自治区,,呼和浩特市
746,3196,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,28,公共管理类,非定向,2,538,2,4,4400,柳林校区,包含专业：行政管理、劳动与社会保障,1540.0,四川省,"['211', 'DFC']",成都市
747,3201,本科一批第一次,文科,18,天津外国语大学,551,1:1,488,488,18,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-59.dhtml,28,国际组织与全球治理,非定向,1,509,1,4,4400,滨海校区,,3183.0,天津市,,天津市
748,3206,本科一批第三次,文科,39,天津商业大学,046,1:1,479,479,39,46,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml,28,日语,非定向,3,479,0,4,5400,校本部,,5673.0,天津市,,天津市
749,3223,本科一批第一次,文科,55,北方民族大学,005,1:1,472,472,55,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-797.dhtml,28,历史学,非定向,2,489,3,4,4000,银川,,4718.0,宁夏回族自治区,,银川市
750,3226,本科一批第一次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,28,中医学（卓越2班、5+3一体化）,非定向,1,587,1,5,7500,长沙市,,274.0,湖南省,,长沙市
751,3237,本科一批第一次,文科,9,武汉理工大学,253,1:1,516,516,9,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-391.dhtml,28,工商管理类,非定向,2,554,3,4,4500,校本部,包含专业：市场营销、财务管理、人力资源管理、工商管理、会计学、创业管理,1008.0,湖北省,"['211', 'DFC']",武汉市
752,3238,本科一批第一次,文科,17,湘潭大学,702,1:1,511,511,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-408.dhtml,28,法学类,非定向,2,559,3,4,5500,校本部,包含专业：法学、信用风险管理与法律防控,864.0,湖南省,,湘潭市
753,3242,本科一批第一次,文科,8,江西财经大学,027,1:1,515,515,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-329.dhtml,29,会计学（注册会计师）,非定向,1,558,1,4,4660,南昌市,,888.0,江西省,,南昌市
754,3245,本科一批第一次,文科,39,天津商业大学,046,1:1,479,479,39,46,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml,29,翻译,非定向,3,482,3,4,5400,校本部,,5380.0,天津市,,天津市
755,3251,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,29,网络与新媒体,非定向,1,533,1,4,5000,校本部,,1777.0,北京市,,北京市
756,3254,本科一批第一次,文科,6,北京林业大学,082,1:1,519,519,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-20.dhtml,29,工商管理类,非定向,3,557,4,4,5000,校本部,包含专业：会计学、工商管理、市场营销、人力资源管理、物业管理,924.0,北京市,"['211', 'DFC']",北京市
757,3265,本科一批第一次,文科,7,辽宁大学,801,1:1,492,492,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-116.dhtml,29,英语,非定向,2,510,2,4,5980,沈阳蒲河校区,,3112.0,辽宁省,"['211', 'DFC']",沈阳市
758,3272,本科一批第一次,文科,6,长安大学,278,1:1,524,524,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-556.dhtml,29,建筑类,非定向,1,541,1,5,6600,北校区,包含专业：建筑学、城乡规划、风景园林,1432.0,陕西省,"['211', 'DFC']",西安市
759,3277,本科一批第一次,文科,12,西安财经大学,029,1:1,492,492,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-854.dhtml,29,法学,非定向,4,524,4,4,5350,翠华西校区,,2250.0,陕西省,,西安市
760,3279,本科一批第一次,文科,14,河北大学,630,1:1,487,487,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-65.dhtml,29,会计学,非定向,2,525,2,4,5060,七一路校区,,2184.0,河北省,,保定市
