,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeProvince,CollegeLevel,CollegeCity
86,317,本科一批第一次,文科,8,华东政法大学,384,1:1,531,531,8,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-217.dhtml,03,法学（经济法）,非定向,1,587,1,4,6500,松江校区,,274.0,上海市,,上海市
87,319,本科一批第一次,文科,15,中央财经大学,025,1:1,549,549,15,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-31.dhtml,03,金融学类,非定向,2,593,2,4,5000,按学校两校区建设规划和办学实际确定,包含专业：金融学、金融学(北京外国语大学英语专业联培),205.0,北京市,"['211', 'DFC']",北京市
88,321,本科一批第一次,文科,17,西安外国语大学,942,1:1,497,497,17,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-566.dhtml,03,国际政治,非定向,1,497,0,4,5000,长安校区,,4071.0,陕西省,,西安市
89,329,本科一批第一次,文科,2,黑龙江中医药大学,879,1:1,545,545,2,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-185.dhtml,03,中医学,非定向,2,545,2,5,5000,校本部,,1288.0,黑龙江省,,哈尔滨市
90,331,本科一批第三次,文科,3,沈阳理工大学,198,1:1.2,468,468,4,0,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-120.dhtml,03,俄语,非定向,3,468,0,4,4800,主校区,,6832.0,辽宁省,,沈阳市
91,333,本科一批第一次,文科,19,中国民航大学,363,1:1,488,488,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-52.dhtml,03,英语（民航外语）,非定向,5,512,5,4,5800,东丽校区,,2994.0,天津市,,天津市
92,337,本科一批第一次,文科,15,中国社会科学院大学,M32,1:1,546,546,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1824984166.dhtml,03,汉语言文学,非定向,2,573,3,4,5000,主校区,,511.0,北京市,,北京市
93,338,本科一批第一次,文科,18,北京师范大学一香港浸会大学联合国际学院,C98,1:1,503,503,18,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-398036.dhtml,03,外国语言文学类（中外合作办学）,非定向,2,503,0,4,100000,广东省珠海市,大类招生。原则上在第一学年第二学期开始前完成专业确认。高考英语单科成绩不低于110分。英文教学。包含专业：英语(中外合作办学)、翻译(中外合作办学),3612.0,广东省,,珠海市
94,339,本科一批第一次,文科,13,天津中医药大学,564,1:1,494,494,13,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-56.dhtml,03,公共管理类,非定向,2,496,2,4,4400,天津市,学校各专业的公共外语课程均为英语，小语种考生慎重填报。包含专业：公共事业管理、劳动与社会保障、健康服务与管理,4144.0,天津市,['DFC'],天津市
95,340,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,03,国际经济与贸易,非定向,1,529,0,4,5000,校本部,,1963.0,北京市,,北京市
96,342,本科一批第一次,文科,9,苏州大学,327,1:1,519,519,9,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-224.dhtml,03,新闻传播学类,非定向,1,560,1,4,5200,苏州,包含专业：新闻学、广告学、网络与新媒体,826.0,江苏省,"['211', 'DFC']",苏州市
97,345,本科一批第一次,文科,15,同济大学,309,1:1,592,592,15,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-198.dhtml,03,人文科学试验班,非定向,10,592,7,4,6500,上海,含双学位培养项目：德语-政治学与行政学，法学-英语。可参加拔尖人才培养特区选拔。包含专业：广播电视学、德语、英语、日语、哲学、文化产业管理、汉语言文学,213.0,上海市,"['985', '211', 'DFC']",上海市
98,346,本科一批第一次,文科,21,中国政法大学,019,1:1,567,567,21,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-47.dhtml,03,法学（法学人才培养模式改革实验班）,非定向,2,613,2,4,5000,北京昌平,第一阶段四年基础学习必修课成绩排名前90%且考核合格的学生，获得我校免试攻读研究生推荐资格，通过我校接收选拔后，进入第二阶段即两年应用学习阶段的学习，合格后授予法律硕士学位。,72.0,北京市,"['211', 'DFC']",北京市
99,347,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,03,新闻学,非定向,2,481,3,4,6200,净月校区,,5476.0,吉林省,,长春市
100,351,本科一批第一次,文科,12,西北农林科技大学,074,1:1,522,522,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-557.dhtml,03,公共管理类,非定向,2,546,2,4,5500,校本部,包含专业：劳动与社会保障、公共事业管理,1254.0,陕西省,"['985', '211', 'DFC']",咸阳市
101,353,本科一批第一次,文科,14,北京化工大学,210,1:1,533,533,14,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-10.dhtml,03,法学（卓越实验班）,非定向,1,561,2,4,5000,昌平校区,,797.0,北京市,"['211', 'DFC']",北京市
102,356,本科一批第一次,文科,9,宁夏大学,972,1:1,503,503,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-587.dhtml,03,汉语言文学（文秘）,非定向,3,540,4,4,4400,校本部,,1465.0,宁夏回族自治区,"['211', 'DFC']",银川市
103,360,本科一批第一次,文科,5,中国民用航空飞行学院,362,1:1,468,468,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,03,英语,非定向,1,491,1,4,,校本部,高考英语单科成绩不低于110分。,4557.0,四川省,,德阳市
104,361,本科一批第一次,文科,3,山西中医药大学,728,1:1,530,530,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-606.dhtml,03,中医学,非定向,3,530,3,5,5488,,不招收色弱、色盲考生、（5+3）一体化,1911.0,山西省,,太原市
105,363,本科一批第一次,文科,4,中国人民大学（苏州校区）,K53,1:1,588,588,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,03,金融学（中外合作办学）,非定向,2,596,3,4,60000,苏州校区,合作院校为法国KEDGE商学院，毕业时可获中法双学位并可赴该校攻读硕士。,179.0,江苏省,,苏州市
106,366,本科一批第一次,文科,5,北方工业大学,427,1:1,489,489,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-9.dhtml,03,法学,非定向,1,548,1,4,4200,校本部,,1193.0,北京市,,北京市
107,367,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,03,金融学（双语实验班）,非定向,1,580,1,4,8000,柳林校区,,386.0,四川省,"['211', 'DFC']",成都市
108,368,本科一批第一次,文科,194,内蒙古科技大学包头师范学院,757,1:1,480,480,194,263,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,03,思想政治教育（师范类）,非定向,77,480,82,4,4200,校本部,,5564.0,内蒙古自治区,,包头市
109,369,本科一批第一次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,03,财政学,非定向,3,523,3,4,4400,航空港校区,,2319.0,四川省,,成都市
110,370,本科一批第一次,文科,18,中国人民大学,286,1:1,609,609,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,03,经济学类,非定向,3,618,3,4,5000,北京市,无时点专业选择；入校后可参与选拔项目：经济学-数学、应用经济-数据科学、应用经济-农村区域发展管理、经济学-社会学、经济学-历史学5个双主学位项目，经济学（中国特色经济学方向）拔尖班；国际交流：含美国伊利诺伊大学香槟分校、威斯康星大学麦迪逊分校等联合培养项目。包含专业：经济学、国民经济管理、能源经济、国际经济与贸易、数字经济,48.0,北京市,"['985', '211', 'DFC']",北京市
111,372,本科一批第一次,文科,12,山东大学威海分校,313,1:1,544,544,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-330.dhtml,03,工商管理类,非定向,3,546,4,4,5800,威海校区,包含专业：工商管理(数字化运营管理方向)、工商管理(数字营销方向)、工商管理(商务智能方向)、工商管理(旅游与大数据方向)、工商管理(组织与人力资本管理方向)、会计学、供应链管理,1254.0,山东省,,威海市
112,378,本科一批第一次,文科,10,南京大学,282,1:1,613,613,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-223.dhtml,03,汉语言文学,非定向,3,616,7,4,5720,鼓楼校区,,58.0,江苏省,"['985', '211', 'DFC']",南京市
113,396,本科一批第一次,文科,7,上海戏剧学院,274,1:1,505,505,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-220.dhtml,04,戏剧影视文学,非定向,1,532,1,4,13000,华山路校区,,1820.0,上海市,,上海市
114,398,本科一批第一次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,04,针灸推拿学,非定向,1,523,2,5,7500,长沙市,,2319.0,湖南省,,长沙市
115,400,本科一批第一次,文科,18,中国人民大学,286,1:1,609,609,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,04,新闻传播学类,非定向,1,631,1,4,5000,北京市,无时点专业选择；入校后可参与选拔项目：法学-新闻学（保研率超70%）、传播学-公共管理、新媒体运营-数据管理3个双主学位项目，创意传播实验班；国际交流：与哥伦比亚大学、加州大学戴维斯分校等世界知名大学新闻院系是姊妹院校合作关系，境外交流奖学金资助全员覆盖。包含专业：新闻学、广播电视学、广告学、传播学、国际新闻与传播,22.0,北京市,"['985', '211', 'DFC']",北京市
116,403,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,04,经济学类,非定向,1,567,1,4,4500,首义校区,包含专业：经济学、数字经济,634.0,湖北省,"['211', 'DFC']",武汉市
117,409,本科一批第一次,文科,7,广州中医药大学,796,1:1,539,539,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-437.dhtml,04,中医学,非定向,1,569,2,5,7660,校本部,不招色盲色弱,596.0,广东省,['DFC'],广州市
118,413,本科一批第一次,文科,25,山东政法学院,E63,1:1,490,490,25,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-85314.dhtml,04,政治学与行政学（法治政务方向）,非定向,3,509,4,4,4400,,,3183.0,山东省,,济南市
119,414,本科一批第一次,文科,18,山东大学,300,1:1,549,549,18,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-330.dhtml,04,政治学类,非定向,2,575,2,4,5000,青岛校区,含PPE新文科基地班、“国际政治+英语”双学位班、华岗特色班（科学社会主义）。包含专业：政治学与行政学、国际政治,472.0,山东省,"['985', '211', 'DFC']",济南市
120,418,本科一批第一次,文科,14,郑州大学,605,1:1,537,537,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-361.dhtml,04,法学,非定向,3,562,3,4,4400,主校区,,771.0,河南省,"['211', 'DFC']",郑州市
121,421,本科一批第一次,文科,15,河南大学,594,1:1,487,487,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-372.dhtml,04,法学,非定向,3,519,3,4,5060,开封校区,,2539.0,河南省,['DFC'],开封市
122,427,本科一批第一次,文科,8,上海政法学院,A08,1:1,525,525,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2120.dhtml,04,法学（刑事司法方向）,非定向,2,556,4,4,6500,校本部,,942.0,上海市,,上海市
123,430,本科一批第一次,文科,18,华侨大学,378,1:1,491,491,18,21,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-300.dhtml,04,汉语国际教育,非定向,2,501,2,4,5460,厦门校区,大一入住龙舟池校区,3768.0,福建省,,泉州市
124,436,本科一批第一次,文科,17,西安外国语大学,942,1:1,497,497,17,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-566.dhtml,04,外交学,非定向,1,507,2,4,5000,长安校区,,3321.0,陕西省,,西安市
125,438,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,04,商务英语（国际商业管理）,非定向,1,524,1,4,5000,校本部,英语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,2250.0,北京市,,北京市
126,448,本科一批第一次,文科,13,天津中医药大学,564,1:1,494,494,13,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-56.dhtml,04,中国语言文学类,非定向,4,508,6,4,4400,天津市,学校各专业的公共外语课程均为英语，小语种考生慎重填报。包含专业：汉语言、汉语国际教育,3251.0,天津市,['DFC'],天津市
127,453,本科一批第一次,文科,15,中国社会科学院大学,M32,1:1,546,546,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1824984166.dhtml,04,哲学,非定向,2,546,2,4,5000,主校区,,1254.0,北京市,,北京市
128,454,本科一批第一次,文科,6,东北财经大学,026,1:1,519,519,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-145.dhtml,04,财政学类,非定向,1,561,2,4,5720,校本部,学生大学二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业。包含专业：财政学、税收学,797.0,辽宁省,,大连市
129,455,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,04,国际政治,非定向,1,542,1,4,5000,校本部,,1399.0,北京市,,北京市
130,459,本科一批第一次,文科,15,同济大学,309,1:1,592,592,15,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-198.dhtml,04,社会科学试验班,非定向,4,598,6,4,6500,上海,含双学位培养项目：德语-政治学与行政学，法学-英语，土木工程-法学。可参加拔尖人才培养特区选拔。包含专业：法学、政治学与行政学,154.0,上海市,"['985', '211', 'DFC']",上海市
131,460,本科一批第一次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,04,金融学,非定向,13,487,14,4,4400,西校区,,4902.0,内蒙古自治区,,呼和浩特市
132,465,本科一批第二次,文科,26,西北政法大学,018,1:1,519,519,26,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-567.dhtml,04,经济学类,非定向,4,519,1,4,5000,校本部,包含专业：经济学、金融学、金融工程、国际经济与贸易,2539.0,陕西省,,西安市
133,466,本科一批第一次,文科,12,西北农林科技大学,074,1:1,522,522,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-557.dhtml,04,英语,非定向,2,544,2,4,5500,校本部,,1321.0,陕西省,"['985', '211', 'DFC']",咸阳市
134,467,本科一批第一次,文科,5,北方工业大学,427,1:1,489,489,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-9.dhtml,04,知识产权,非定向,2,514,2,4,4200,校本部,,2857.0,北京市,,北京市
135,472,本科一批第一次,文科,10,西交利物浦大学,F98,1:1,525,525,10,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1228482.dhtml,04,外国语言文学类（中外合作办学）,非定向,2,525,1,4,88000,,专业课全英文授课，详见招生简章。包含专业：英语(中外合作办学)、翻译(中外合作办学),2184.0,江苏省,,苏州市
136,474,本科一批第一次,文科,26,西南政法大学,017,1:1,507,507,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-504.dhtml,04,法学,非定向,17,575,19,4,5600,渝北校区,,472.0,重庆市,,重庆市
137,478,本科一批第二次,文科,13,山西大学,711,1:1,506,506,13,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91.dhtml,04,旅游管理,非定向,2,506,1,4,5175,坞城校区,,3407.0,山西省,,太原市
138,479,本科一批第一次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,04,金融学类,非定向,7,489,7,4,4400,航空港校区,包含专业：金融学、金融工程,4718.0,四川省,,成都市
139,492,本科一批第一次,文科,12,山东大学威海分校,313,1:1,544,544,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-330.dhtml,04,法学类,非定向,2,579,2,4,5100,威海校区,包含专业：法学、政治学与行政学、社会工作,403.0,山东省,,威海市
140,494,本科一批第一次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,04,财务管理,非定向,31,481,48,4,4400,新城校区,,5476.0,内蒙古自治区,,呼和浩特市
141,502,本科一批第一次,文科,14,河北大学,630,1:1,487,487,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-65.dhtml,05,历史学类,非定向,2,501,3,4,5060,五四路校区,包含专业：历史学、世界史,3768.0,河北省,,保定市
142,504,本科一批第一次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,05,金融学类,非定向,1,539,1,4,4400,校本部,包含专业：金融学、金融学(国际金融)、金融工程、保险学、投资学、信用管理,1502.0,天津市,,天津市
143,505,本科一批第一次,文科,7,上海戏剧学院,274,1:1,505,505,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-220.dhtml,05,戏剧学,非定向,1,518,1,4,13000,华山路校区,,2604.0,上海市,,上海市
144,507,本科一批第一次,文科,18,中国人民大学,286,1:1,609,609,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,05,工商管理类,非定向,4,615,4,4,5000,北京市,无时点专业选择；入校后可参与选拔项目：中意美三学位管理学本科项目，工商管理-法学、营销管理-数据科学2个双主学位项目；培养专业含会计学（智能会计方向）；国际交流：含英国华威大学、荷兰阿姆斯特丹大学、西班牙IE商学院、香港城市大学等校免学费交流项目。包含专业：工商管理、财务管理、会计学、市场营销、管理科学(商业数据分析方向)、贸易经济,61.0,北京市,"['985', '211', 'DFC']",北京市
