,2024年河北省普通高校招生本科批平行志愿投档情况统计物理,院校名称,专业代号,专业名称,投档最低分,同分考生排序项一,二,三,四,五,六,志愿号,
291,0031,安徽师范大学(芜湖市)[公办],58,数据科学与大数据技术,564,222,114,109,57,89,87,36,
292,0031,安徽师范大学(芜湖市)[公办],59,网络空间安全,562,225,114,109,66,86,76,65,
293,0031,安徽师范大学(芜湖市)[公办],60,化学工程与工艺,540,208,108,99,66,84,83,37,
294,0031,安徽师范大学(芜湖市)[公办],61,环境工程,520,208,113,101,51,83,77,48,
295,0031,安徽师范大学(芜湖市)[公办],62,环境科学,520,191,96,136,48,82,63,14,
296,0031,安徽师范大学(芜湖市)[公办],63,食品科学与工程,532,186,113,115,63,85,83,3,
297,0031,安徽师范大学(芜湖市)[公办],64,生物制药,534,201,101,109,61,84,79,18,
298,0031,安徽师范大学(芜湖市)[公办],65,会计学,562,217,122,132,49,88,76,32,
299,0031,安徽师范大学(芜湖市)[公办],66,财务管理,555,201,109,120,58,91,85,42,
300,0031,安徽师范大学(芜湖市)[公办],67,人力资源管理,544,201,114,122,53,87,81,21,
301,0031,安徽师范大学(芜湖市)[公办],68,土地资源管理,527,209,110,101,61,87,69,6,
302,0031,安徽师范大学(芜湖市)[公办],69,供应链管理,540,219,119,97,49,93,82,12,
303,0031,安徽师范大学(芜湖市)[公办],70,旅游管理,516,212,110,95,60,77,72,49,
304,0033,安徽外国语学院[民办],05,汉语言文学,481,187,97,107,35,79,73,8,
305,0033,安徽外国语学院[民办],06,英语,473,181,105,85,49,87,71,49,
306,0033,安徽外国语学院[民办],07,日语,476,190,97,90,45,87,64,5,
307,0033,安徽外国语学院[民办],08,朝鲜语,453,186,113,98,34,70,65,57,
308,0035,安徽新华学院[民办],01,金融科技,465,186,112,106,39,67,67,26,
309,0035,安徽新华学院[民办],02,电气工程及其自动化,474,172,94,96,60,79,67,50,
310,0035,安徽新华学院[民办],03,人工智能,469,176,110,85,51,76,71,54,
311,0035,安徽新华学院[民办],04,计算机科学与技术,474,195,107,96,43,80,60,36,
312,0035,安徽新华学院[民办],05,财务管理,467,189,101,103,49,64,62,26,
313,0038,安徽医科大学(合肥市)[公办],01,化学生物学,543,215,108,103,61,87,77,35,
314,0038,安徽医科大学(合肥市)[公办],02,医学信息工程,546,209,113,109,57,87,84,11,
315,0038,安徽医科大学(合肥市)[公办],03,生物医学工程,572,210,113,121,65,89,87,13,
316,0038,安徽医科大学(合肥市)[公办],04,临床医学,598,227,116,139,52,93,87,33,
317,0038,安徽医科大学(合肥市)[公办],05,医学影像学,589,228,118,120,63,89,89,12,
318,0038,安徽医科大学(合肥市)[公办],06,妇幼保健医学,549,219,112,103,69,84,74,4,
319,0038,安徽医科大学(合肥市)[公办],07,医学检验技术,547,225,117,103,58,88,73,12,
320,0038,安徽医科大学(合肥市)[公办],08,智能医学工程,563,222,111,104,63,90,84,1,
321,0038,安徽医科大学(合肥市)[公办],09,信息管理与信息系统,532,213,113,112,58,76,73,22,
322,0039,安徽医科大学临床医学院[独立学院],01,临床医学,526,213,114,87,63,89,74,23,
323,0045,安徽中医药大学(合肥市)[公办],01,生物医学工程,542,201,117,123,47,91,80,60,
324,0045,安徽中医药大学(合肥市)[公办],02,中医学,569,211,108,105,75,91,87,11,
325,0045,安徽中医药大学(合肥市)[公办],03,针灸推拿学,554,213,120,114,55,89,83,14,
326,0045,安徽中医药大学(合肥市)[公办],04,中医康复学,536,201,111,133,49,86,67,21,
327,0045,安徽中医药大学(合肥市)[公办],05,中医骨伤科学,540,206,113,112,61,86,75,1,
328,0045,安徽中医药大学(合肥市)[公办],06,中西医临床医学,559,217,117,103,67,90,82,5,
329,0045,安徽中医药大学(合肥市)[公办],07,药学,554,200,112,119,57,92,86,10,
330,0045,安徽中医药大学(合肥市)[公办],08,药物制剂,540,197,106,112,63,88,80,5,
331,0045,安徽中医药大学(合肥市)[公办],09,康复治疗学,530,220,112,110,38,83,79,2,
332,0045,安徽中医药大学(合肥市)[公办],10,护理学,529,196,107,100,57,88,88,58,
333,0046,安康学院[公办],09,数学与应用数学,506,191,106,108,45,83,79,20,
334,0046,安康学院[公办],10,生物技术,498,205,104,76,57,86,74,69,
335,0046,安康学院[公办],11,电子信息工程,513,207,115,103,35,94,74,10,
336,0046,安康学院[公办],12,计算机科学与技术,520,214,110,103,51,86,66,47,
337,0046,安康学院[公办],13,物联网工程,516,190,116,136,37,77,76,17,
338,0046,安康学院[公办],14,化学工程与工艺,491,180,97,82,64,89,76,32,
339,0046,安康学院[公办],15,制药工程,503,211,112,73,52,84,83,70,
340,0046,安康学院[公办],16,化妆品技术与工程,500,198,118,101,38,92,71,59,
341,0046,安康学院[公办],17,农学,497,183,108,110,40,91,73,46,
342,0046,安康学院[公办],18,园林,490,184,109,91,58,80,77,4,
343,0046,安康学院[公办],19,康复治疗学,509,201,106,97,55,80,76,13,
344,0046,安康学院[公办],20,工程造价,500,193,111,113,31,86,77,15,
345,0046,安康学院[公办],21,财务管理,513,198,99,111,45,86,73,15,
346,0048,安庆师范大学[公办],05,数学类,537,219,112,111,54,77,76,15,
347,0048,安庆师范大学[公办],06,生物科学类,527,192,96,93,62,93,87,12,
348,0048,安庆师范大学[公办],07,电子信息类,540,208,111,101,59,88,84,34,
349,0048,安庆师范大学[公办],08,化学工程与工艺,515,195,113,107,52,81,80,20,
350,0050,安顺学院[公办],05,地理信息科学,507,180,105,106,54,90,77,44,
351,0050,安顺学院[公办],06,机械设计制造及其自动化,511,172,96,129,52,82,76,30,
352,0050,安顺学院[公办],07,计算机类,507,200,107,106,46,84,71,14,
353,0050,安顺学院[公办],08,植物生产类,495,197,120,99,41,89,69,6,
354,0051,安阳工学院[公办],03,应用物理学,499,190,108,63,72,94,80,48,
355,0051,安阳工学院[公办],04,生物技术,502,202,104,83,51,90,76,4,
356,0051,安阳工学院[公办],05,高分子材料与工程,504,195,103,103,56,75,75,77,
357,0051,安阳工学院[公办],06,自动化,522,191,104,104,55,90,82,54,
358,0051,安阳工学院[公办],07,化学工程与工艺,503,203,106,84,51,85,80,11,
359,0051,安阳工学院[公办],08,制药工程,506,206,109,98,54,84,64,37,
360,0051,安阳工学院[公办],09,交通运输(民航交通方向),518,199,113,88,62,87,82,29,
361,0051,安阳工学院[公办],10,环境工程,499,187,104,112,43,80,77,37,
362,0051,安阳工学院[公办],11,食品科学与工程,504,197,100,99,42,86,80,17,
363,0051,安阳工学院[公办],12,建筑学,497,201,112,115,47,84,50,44,
364,0051,安阳工学院[公办],13,安全工程,500,197,102,104,45,78,76,67,
365,0051,安阳工学院[公办],14,机械电子工程(中外合作办学),490,199,112,86,45,80,80,22,
366,0051,安阳工学院[公办],15,土木工程(中外合作办学),478,180,97,91,54,84,69,22,
367,0051,安阳工学院[公办],16,信息管理与信息系统(中外合作办学),483,187,105,114,27,89,66,27,
368,0052,安阳师范学院[公办],13,化学,512,191,96,98,54,88,81,22,
369,0052,安阳师范学院[公办],14,材料化学,498,204,102,110,35,80,69,12,
370,0052,安阳师范学院[公办],15,电气工程及其自动化,521,209,107,121,40,85,66,29,
371,0052,安阳师范学院[公办],16,电子信息工程,522,209,116,107,51,79,76,29,
372,0052,安阳师范学院[公办],17,人工智能,513,192,98,96,64,82,79,47,
373,0052,安阳师范学院[公办],18,软件工程,532,210,111,87,72,88,75,29,
374,0052,安阳师范学院[公办],19,土木工程,492,208,110,89,48,80,67,3,
375,0052,安阳师范学院[公办],20,工程管理,498,199,109,114,39,80,66,21,
376,0053,安阳学院[民办],04,学前教育,480,205,119,73,41,85,76,16,
377,0053,安阳学院[民办],05,计算机科学与技术,480,178,90,102,49,76,75,65,
378,0053,安阳学院[民办],06,网络工程,478,177,110,127,28,80,66,55,
379,0053,安阳学院[民办],07,会计学,486,182,109,111,37,87,69,47,
380,0053,安阳学院[民办],08,物流管理,476,176,97,98,41,88,73,24,
381,0056,鞍山师范学院[公办],08,思想政治教育(师范),510,194,113,108,39,92,77,3,
382,0056,鞍山师范学院[公办],09,英语(师范),507,208,109,104,51,73,71,36,
383,0056,鞍山师范学院[公办],10,数学与应用数学(师范),503,210,111,97,38,79,79,25,
384,0056,鞍山师范学院[公办],11,市场营销,497,187,108,102,44,91,73,23,
385,0060,白城师范学院[公办],10,教育技术学,490,189,95,94,53,87,67,21,
386,0060,白城师范学院[公办],11,英语,505,194,110,97,51,82,71,5,
387,0060,白城师范学院[公办],12,物理学,493,194,103,99,55,69,66,6,
388,0060,白城师范学院[公办],13,地理科学,503,195,107,88,45,88,87,2,
389,0060,白城师范学院[公办],14,地理信息科学,494,198,101,73,60,83,80,51,
390,0060,白城师范学院[公办],15,机械设计制造及其自动化,509,200,101,86,57,83,83,48,
391,0060,白城师范学院[公办],16,机器人工程,501,194,100,103,52,79,73,24,
392,0060,白城师范学院[公办],17,计算机科学与技术,508,204,105,89,61,80,74,31,
393,0060,白城师范学院[公办],18,软件工程,503,201,115,78,54,86,84,14,
394,0060,白城师范学院[公办],19,数据科学与大数据技术,503,198,104,83,56,87,79,30,
395,0060,白城师范学院[公办],20,土木工程,484,188,104,83,55,81,77,52,
396,0060,白城师范学院[公办],21,道路桥梁与渡河工程,488,182,100,109,47,75,75,25,
397,0060,白城师范学院[公办],22,财务管理,507,216,116,113,37,72,69,17,
398,0060,白城师范学院[公办],23,物流管理,492,189,104,100,42,87,74,47,
399,0065,百色学院[公办],08,化学,496,197,105,62,62,88,87,33,
400,0065,百色学院[公办],09,地理科学,496,199,111,96,48,81,72,40,
401,0065,百色学院[公办],10,应用统计学,494,191,104,99,52,80,72,48,
402,0065,百色学院[公办],11,材料化学,485,203,103,84,59,72,67,34,
403,0065,百色学院[公办],12,金属材料工程,485,182,95,114,49,72,68,66,
404,0065,百色学院[公办],13,设施农业科学与工程,480,200,113,92,47,75,66,16,
405,0065,百色学院[公办],14,农业资源与环境,484,183,108,113,40,82,66,32,
406,0065,百色学院[公办],15,市场营销,487,183,96,98,56,82,68,23,
407,0065,百色学院[公办],16,农林经济管理,483,194,112,84,34,86,85,23,
408,0067,蚌埠工商学院[民办],01,金融学,475,205,122,73,43,85,69,31,
409,0067,蚌埠工商学院[民办],02,会计学,487,193,101,97,39,86,72,12,
410,0069,蚌埠学院[公办],01,机械设计制造及其自动化,520,187,96,103,54,89,87,36,
411,0069,蚌埠学院[公办],02,车辆工程,513,205,103,84,57,83,74,17,
412,0069,蚌埠学院[公办],03,生物制药,511,186,110,108,48,90,79,19,
413,0070,蚌埠医科大学[公办],02,制药工程,524,184,111,114,57,89,80,5,
414,0070,蚌埠医科大学[公办],03,食品质量与安全,512,200,101,110,53,78,71,32,
415,0070,蚌埠医科大学[公办],04,临床医学,571,211,106,134,69,81,76,9,
416,0070,蚌埠医科大学[公办],05,护理学,527,202,108,99,58,87,81,13,
417,0075,宝鸡文理学院[公办],09,数字经济,506,197,106,104,50,79,76,44,
418,0075,宝鸡文理学院[公办],10,教育技术学,507,192,107,113,45,81,76,25,
419,0075,宝鸡文理学院[公办],11,数学与应用数学,512,190,99,104,59,82,77,31,
420,0075,宝鸡文理学院[公办],12,信息与计算科学,511,207,113,106,55,74,69,27,
421,0075,宝鸡文理学院[公办],13,物理学,503,206,112,84,51,87,75,18,
422,0075,宝鸡文理学院[公办],14,化学,505,199,114,123,44,74,65,6,
423,0075,宝鸡文理学院[公办],15,应用化学,504,174,87,117,58,81,74,5,
424,0075,宝鸡文理学院[公办],16,地理科学,510,188,100,121,49,87,65,72,
425,0075,宝鸡文理学院[公办],17,人文地理与城乡规划,502,192,110,82,41,94,83,40,
426,0075,宝鸡文理学院[公办],18,机械设计制造及其自动化,518,205,113,93,57,83,80,26,
427,0075,宝鸡文理学院[公办],19,材料成型及控制工程,504,201,104,109,32,83,79,15,
428,0075,宝鸡文理学院[公办],20,机械电子工程,517,201,103,108,51,80,77,40,
429,0075,宝鸡文理学院[公办],21,工业设计,504,192,99,113,47,84,68,3,
430,0075,宝鸡文理学院[公办],22,智能制造工程,512,201,107,100,48,87,76,9,
431,0075,宝鸡文理学院[公办],23,测控技术与仪器,510,183,101,111,47,85,84,7,
432,0075,宝鸡文理学院[公办],24,材料物理,498,172,108,104,54,85,83,9,
433,0075,宝鸡文理学院[公办],25,材料化学,498,195,99,94,54,78,77,11,
434,0075,宝鸡文理学院[公办],26,电气工程及其自动化,520,201,104,98,67,80,74,34,
435,0075,宝鸡文理学院[公办],27,电子信息类,519,213,108,103,48,81,74,9,
436,0075,宝鸡文理学院[公办],28,电子科学与技术,517,200,111,112,42,86,77,28,
437,0075,宝鸡文理学院[公办],29,自动化类,517,198,100,100,51,89,79,37,
438,0075,宝鸡文理学院[公办],30,计算机科学与技术,530,196,102,106,69,80,79,45,
439,0075,宝鸡文理学院[公办],31,软件工程,530,194,113,116,46,88,86,15,
440,0075,宝鸡文理学院[公办],32,物联网工程,527,187,96,110,61,89,80,37,
441,0075,宝鸡文理学院[公办],33,给排水科学与工程,492,181,101,106,48,84,73,1,
442,0075,宝鸡文理学院[公办],34,测绘工程,501,203,110,70,58,86,84,57,
443,0075,宝鸡文理学院[公办],35,化学工程与工艺,500,188,106,107,44,87,74,16,
444,0075,宝鸡文理学院[公办],36,制药工程,510,200,109,108,43,85,74,19,
445,0075,宝鸡文理学院[公办],37,环境工程,492,197,106,103,50,72,70,5,
446,0075,宝鸡文理学院[公办],38,会计学,528,190,110,114,58,83,83,22,
447,0075,宝鸡文理学院[公办],39,公共管理类,499,190,99,114,38,84,73,30,
448,0079,保定理工学院[民办],23,经济学,449,179,99,100,28,82,60,66,
449,0079,保定理工学院[民办],24,金融工程,448,158,96,82,48,81,79,78,
450,0079,保定理工学院[民办],25,国际经济与贸易,448,169,111,78,32,90,79,21,
451,0079,保定理工学院[民办],26,学前教育,448,163,96,100,31,86,68,16,
452,0079,保定理工学院[民办],27,小学教育,451,170,108,99,39,77,66,11,
453,0079,保定理工学院[民办],28,英语,448,151,94,120,27,79,71,64,
454,0079,保定理工学院[民办],29,商务英语,448,164,91,105,34,73,72,91,
455,0079,保定理工学院[民办],30,地质学,448,178,98,69,59,75,67,23,
456,0079,保定理工学院[民办],31,机械设计制造及其自动化,448,155,83,113,51,69,60,71,
457,0079,保定理工学院[民办],32,电气工程及其自动化,449,176,90,62,50,79,72,24,
458,0079,保定理工学院[民办],33,电子信息工程,448,158,91,67,55,86,82,5,
459,0079,保定理工学院[民办],34,计算机科学与技术,448,158,86,117,43,67,63,85,
460,0079,保定理工学院[民办],35,物联网工程,448,161,89,77,55,86,69,86,
461,0079,保定理工学院[民办],36,数据科学与大数据技术,448,166,91,101,43,69,69,40,
462,0079,保定理工学院[民办],37,土木工程,448,166,95,86,45,76,75,26,
463,0079,保定理工学院[民办],38,康复治疗学,449,195,109,89,26,72,67,14,
464,0079,保定理工学院[民办],39,助产学,448,166,96,94,44,77,67,43,
465,0079,保定理工学院[民办],40,信息管理与信息系统,448,163,96,110,28,80,67,89,
466,0079,保定理工学院[民办],41,工程管理,448,153,96,103,49,74,69,44,
467,0079,保定理工学院[民办],42,工程造价,448,168,105,89,38,87,66,30,
468,0079,保定理工学院[民办],43,工商管理,449,187,98,79,41,75,67,7,
469,0079,保定理工学院[民办],44,市场营销,448,163,100,100,48,74,63,80,
470,0079,保定理工学院[民办],45,会计学,452,182,110,99,31,76,64,13,
471,0079,保定理工学院[民办],46,财务管理,454,166,94,86,56,80,66,73,
472,0079,保定理工学院[民办],47,人力资源管理,448,171,100,78,42,86,71,41,
473,0079,保定理工学院[民办],48,审计学,458,172,100,82,47,88,69,40,
474,0079,保定理工学院[民办],49,土地资源管理,448,154,94,103,47,81,63,17,
475,0079,保定理工学院[民办],50,电子商务及法律,448,172,97,97,30,85,64,12,
476,0079,保定理工学院[民办],51,土木工程(中外合作办学),449,198,107,62,34,88,67,67,
477,0080,保定理工学院(按高考文化课成绩录取的艺术类专业)[民办],02,广播电视编导,450,177,109,84,37,85,67,11,
478,0081,保定学院[公办],23,投资学,506,202,109,84,53,88,79,51,
479,0081,保定学院[公办],24,知识产权,522,213,119,96,47,87,69,17,
480,0081,保定学院[公办],25,科学教育,497,204,115,100,42,82,69,12,
481,0081,保定学院[公办],26,教育技术学,498,189,100,107,43,90,69,27,
482,0081,保定学院[公办],27,学前教育,507,200,118,99,64,80,64,20,
483,0081,保定学院[公办],28,特殊教育,503,193,105,118,45,77,70,35,
484,0081,保定学院[公办],29,英语,535,216,120,124,30,83,82,7,
485,0081,保定学院[公办],30,日语,501,176,111,115,37,87,86,27,
